job_title,task
Agricultural Water Data Intern,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Agricultural Water Data Intern,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Agricultural Water Data Intern,"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water."
Agricultural Water Data Intern,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions."
Agricultural Water Data Intern,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history."
Agricultural Water Data Intern,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
Agricultural Water Data Intern,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.
Agricultural Water Data Intern,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.
Agricultural Water Data Intern,Collect and analyze water samples as part of field investigations or to validate data from automatic monitors.
Agricultural Water Data Intern,"Collect information about soil or field attributes, yield data, or field boundaries, using field data recorders and basic geographic information systems (GIS)."
Agricultural Water Data Intern,"Collect information about specific features of the Earth, using aerial photography and other digital remote sensing techniques."
Agricultural Water Data Intern,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
Agricultural Water Data Intern,"Collect supporting data, such as climatic or field survey data, to corroborate remote sensing data analyses."
Agricultural Water Data Intern,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts."
Agricultural Water Data Intern,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software."
Agricultural Water Data Intern,"Conduct agricultural research, analyze data, and prepare research reports."
Agricultural Water Data Intern,Conduct research into the application or enhancement of remote sensing technology.
Agricultural Water Data Intern,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
Water Demand Analyst,"Develop educational materials and programs for community agencies, local government, and state government."
Water Demand Analyst,"Coordinate or implement technical, financial, or administrative assistance programs for local government units to ensure efficient program implementation or timely responses to requests for assistance."
Water Demand Analyst,"Direct courses and speeds of ships, based on specialized knowledge of local winds, weather, water depths, tides, currents, and hazards."
Water Demand Analyst,"Enter local soil, water, or other environmental data into adaptive or Web-based decision tools to identify appropriate analyses or techniques."
Water Demand Analyst,Gather and analyze water use data to forecast water demand.
Water Demand Analyst,"Initiate, schedule, or conduct annual audits or compliance checks of program implementation by local government."
Water Demand Analyst,"Maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs."
Water Demand Analyst,"Monitor water use, demand, or quality in a particular geographic area."
Water Demand Analyst,"Provide information, knowledge, expertise, or training to government agencies at all levels to solve water or soil management problems or to assure coordination of resource protection activities."
Water Demand Analyst,Review or approve amendments to comprehensive local water plans or conservation district plans.
ESG Data Solutions & Controls Associate,"Implement controls to provide security for operating systems, software, and data."
ESG Data Solutions & Controls Associate,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
ESG Data Solutions & Controls Associate,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies."
ESG Data Solutions & Controls Associate,Analyze data gathered and develop solutions or alternative methods of proceeding.
ESG Data Solutions & Controls Associate,"Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems."
ESG Data Solutions & Controls Associate,Analyze product failure data and laboratory test results to determine causes of problems and develop solutions.
ESG Data Solutions & Controls Associate,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity."
ESG Data Solutions & Controls Associate,"Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis."
ESG Data Solutions & Controls Associate,Monitor regulatory affairs activities to ensure their alignment with corporate sustainability or green initiatives.
ESG Data Solutions & Controls Associate,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data."
ESG Data Solutions & Controls Associate,Recommend data-driven solutions to key stakeholders.
ESG Data Solutions & Controls Associate,"Upload into office computers all information collected on hand-held computers during meter rounds, or return route books or hand-held computers to business offices so that data can be compiled."
Environmental Markets Analyst,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
Environmental Markets Analyst,"Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells."
Environmental Markets Analyst,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigation software."
Environmental Markets Analyst,Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.
Environmental Markets Analyst,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts."
Environmental Markets Analyst,"Design structures that incorporate environmentally friendly building practices or concepts, such as Leadership in Energy and Environmental Design (LEED) standards."
Environmental Markets Analyst,Determine methods to incorporate geomethane or methane hydrates into global energy production or evaluate the potential environmental impacts of such incorporation.
Environmental Markets Analyst,Develop alternative energy investment scenarios to compare economic and environmental costs and benefits.
Environmental Markets Analyst,"Develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (ESG) issues."
Environmental Markets Analyst,"Evaluate current or proposed manufacturing processes or practices for environmental sustainability, considering factors such as greenhouse gas emissions, air pollution, water pollution, energy use, or waste creation."
Environmental Markets Analyst,Evaluate mechanical designs or prototypes for energy performance or environmental impact.
Environmental Markets Analyst,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.
Environmental Markets Analyst,"Operate machines to process materials in compliance with applicable safety, energy, or environmental regulations."
Environmental Markets Analyst,"Perform, or contract others to perform, pre-building assessments, such as conceptual cost estimating, rough order of magnitude estimating, feasibility, or energy efficiency, environmental, and sustainability assessments."
Environmental Markets Analyst,Present information to customers about the energy efficiency or environmental impact of scientific or technical products.
Environmental Markets Analyst,"Provide technical direction on environmental planning to energy engineers, biologists, geologists, or other professionals working to develop restoration plans or strategies."
Environmental Markets Analyst,"Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy."
Remote Sensing and Atmospheric Scientist,"Analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders."
Remote Sensing and Atmospheric Scientist,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history."
Remote Sensing and Atmospheric Scientist,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
Remote Sensing and Atmospheric Scientist,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.
Remote Sensing and Atmospheric Scientist,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.
Remote Sensing and Atmospheric Scientist,"Collect information about specific features of the Earth, using aerial photography and other digital remote sensing techniques."
Remote Sensing and Atmospheric Scientist,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
Remote Sensing and Atmospheric Scientist,"Collect supporting data, such as climatic or field survey data, to corroborate remote sensing data analyses."
Remote Sensing and Atmospheric Scientist,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts."
Remote Sensing and Atmospheric Scientist,"Conduct meteorological research into the processes or determinants of atmospheric phenomena, weather, or climate."
Remote Sensing and Atmospheric Scientist,Conduct research into the application or enhancement of remote sensing technology.
Remote Sensing and Atmospheric Scientist,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs."
Remote Sensing and Atmospheric Scientist,"Design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications."
Remote Sensing and Atmospheric Scientist,Develop or build databases for remote sensing or related geospatial project information.
Remote Sensing and Atmospheric Scientist,"Direct all activity associated with implementation, operation, or enhancement of remote sensing hardware or software."
Remote Sensing and Atmospheric Scientist,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions."
Environmental Professional (Analyst),Apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.
Environmental Professional (Analyst),"Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection."
Environmental Professional (Analyst),Coordinate public responses to environmental management incidents or conflicts.
Environmental Professional (Analyst),Design and conduct scientific hydrogeological investigations to ensure that accurate and appropriate information is available for use in water resource management decisions.
Environmental Professional (Analyst),"Develop environmental management or restoration plans for sites with power transmission lines, natural gas pipelines, fuel refineries, geothermal plants, wind farms, or solar farms."
Environmental Professional (Analyst),"Develop environmental research project plans, including information on budgets, goals, deliverables, timelines, and resource requirements."
Environmental Professional (Analyst),"Develop natural resource management plans, using knowledge of environmental planning or state and federal environmental regulatory requirements."
Environmental Professional (Analyst),Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.
Environmental Professional (Analyst),Identify environmental risks and develop risk management strategies for civil engineering projects.
Environmental Professional (Analyst),"Identify or investigate violations of natural resources, waste management, recycling, or other environmental policies."
Environmental Professional (Analyst),"Implement or oversee environmental management or sustainability programs addressing issues such as recycling, conservation, or waste management."
Environmental Professional (Analyst),"Keep abreast of developments in document management technologies and techniques by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences."
Environmental Professional (Analyst),"Make legislative recommendations related to climate change or environmental management, based on climate change policies, principles, programs, practices, and processes."
Environmental Professional (Analyst),"Make recommendations on management systems and planning for wildlife populations and habitat, consulting with stakeholders and the public at large to explore options."
Solar Asset Analyst,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
Solar Asset Analyst,"Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells."
Solar Asset Analyst,"Assemble devices or equipment to be used in green technology applications, including solar energy, high efficiency solid state lighting, energy management, smart buildings, or green processes."
Solar Asset Analyst,"Create plans for solar energy system development, monitoring, and evaluation activities."
Solar Asset Analyst,Design solar energy photonics or other materials or devices to generate energy.
Solar Asset Analyst,"Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components."
Solar Asset Analyst,"Develop systems that produce electricity with renewable energy sources, such as wind, solar, or biofuels."
Solar Asset Analyst,Gather information from prospective customers to identify their solar energy needs.
Solar Asset Analyst,Generate solar energy customer leads to develop new accounts.
Solar Asset Analyst,Perform computer simulation of solar photovoltaic (PV) generation system performance or energy production to optimize efficiency.
Solar Asset Analyst,"Research and convey information to customers about tax benefits or government rebates associated with energy-efficient scientific or technical products, such as solar panels."
Solar Asset Analyst,"Research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy."
Solar Asset Analyst,"Select solar energy products, systems, or services for customers based on electrical energy requirements, site conditions, price, or other factors."
Solar Asset Analyst,"Test and analyze thermodynamic systems for renewable energy applications, such as solar or wind, to maximize energy production."
Solar Asset Analyst,"Test performance of vehicles that use alternative fuels, such as alcohol blends, natural gas, liquefied petroleum gas, biodiesel, nano diesel, or alternative power methods, such as solar energy or hydrogen fuel cells."
Assistant Sustainability Analyst,"Develop educational materials and programs for community agencies, local government, and state government."
Assistant Sustainability Analyst,"Advocate sustainability to community groups, government agencies, the general public, or special interest groups."
Assistant Sustainability Analyst,"Coordinate or implement technical, financial, or administrative assistance programs for local government units to ensure efficient program implementation or timely responses to requests for assistance."
Assistant Sustainability Analyst,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups."
Assistant Sustainability Analyst,"Initiate, schedule, or conduct annual audits or compliance checks of program implementation by local government."
Assistant Sustainability Analyst,"Maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs."
Sustainable Buildings & AI Research Internship,"Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
Sustainable Buildings & AI Research Internship,Develop programs or policy recommendations to promote sustainability and sustainable development.
Sustainable Buildings & AI Research Internship,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.
Sustainable Buildings & AI Research Internship,Monitor regulatory affairs activities to ensure their alignment with corporate sustainability or green initiatives.
Sustainable Buildings & AI Research Internship,"Plan or conduct field research on topics such as industrial production, industrial ecology, population ecology, and environmental production or sustainability."
Sustainable Buildings & AI Research Internship,"Research environmental sustainability issues, concerns, or stakeholder interests."
Sustainable Buildings & AI Research Internship,"Research or review regulatory, technical, or market issues related to sustainability."
Sustainable Buildings & AI Research Internship,"Supervise students' fieldwork, internship, and research work."
Sustainable Buildings & AI Research Internship,"Supervise undergraduate or graduate teaching, internship, and research work."
Data Strategist,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government."
Data Strategist,"Develop educational materials and programs for community agencies, local government, and state government."
Data Strategist,"Coordinate or implement technical, financial, or administrative assistance programs for local government units to ensure efficient program implementation or timely responses to requests for assistance."
Data Strategist,Distribute compiled geodetic data to government agencies or the general public.
Data Strategist,"Enter local soil, water, or other environmental data into adaptive or Web-based decision tools to identify appropriate analyses or techniques."
Data Strategist,"Evaluate local area network (LAN) or wide area network (WAN) performance data to ensure sufficient availability or speed, to identify network problems, or for disaster recovery purposes."
Data Strategist,"Initiate, schedule, or conduct annual audits or compliance checks of program implementation by local government."
Data Strategist,"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public."
Data Strategist,"Maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs."
Data Strategist,"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary."
Data Strategist,"Review occupational data on Alien Employment Certification Applications to determine the appropriate occupational title and code, and provide local offices with information about immigration and occupations."
GIS Cartographer/Analyst,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
GIS Cartographer/Analyst,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
GIS Cartographer/Analyst,"Develop educational materials and programs for community agencies, local government, and state government."
GIS Cartographer/Analyst,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
GIS Cartographer/Analyst,Collect samples of materials or products for laboratory analysis.
GIS Cartographer/Analyst,"Collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis."
GIS Cartographer/Analyst,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
GIS Cartographer/Analyst,"Demonstrate the applications of geospatial technology, such as Global Positioning System (GPS), geographic information systems (GIS), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, or computer mapping software."
GIS Cartographer/Analyst,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
GIS Cartographer/Analyst,"Develop or conduct programs of sampling and analysis to maintain quality standards of raw materials, chemical intermediates, or products."
GIS Cartographer/Analyst,"Develop or implement research methodologies or statistical analysis plans to test and evaluate developmental prototypes used in new products or processes, such as cockpit designs, user workstations, or computerized human models."
GIS Cartographer/Analyst,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content."
GIS Cartographer/Analyst,Perform spatial analysis and modeling using geographic information system techniques.
GIS Cartographer/Analyst,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems."
GIS Cartographer/Analyst,"Recommend best crop varieties or seeding rates for specific field areas, based on analysis of geospatial data."
GIS Cartographer/Analyst,"Research and convey information to customers about tax benefits or government rebates associated with energy-efficient scientific or technical products, such as solar panels."
GIS Cartographer/Analyst,"Test or perform failure analysis for optomechanical or optoelectrical products, according to test plans."
Data Analyst II / Data Scientist II / Data Operations Associate,"Record data from operations, testing, and production on specified forms."
Data Analyst II / Data Scientist II / Data Operations Associate,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
Data Analyst II / Data Scientist II / Data Operations Associate,"Analyze engineering drawings, blueprints, specifications, sketches, work orders, and material safety data sheets to plan layout, assembly, and operations."
Data Analyst II / Data Scientist II / Data Operations Associate,"Collect data on underground areas, such as reservoirs, that could be used in carbon sequestration operations."
Data Analyst II / Data Scientist II / Data Operations Associate,Design measurement and control systems for chemical plants based on data collected in laboratory experiments and in pilot plant operations.
Data Analyst II / Data Scientist II / Data Operations Associate,"Maintain operations data, such as time, production, and cost records, and prepare management reports of production results."
Data Analyst II / Data Scientist II / Data Operations Associate,Monitor quality of remote sensing data collection operations to determine if procedural or equipment changes are necessary.
Data Analyst II / Data Scientist II / Data Operations Associate,Perform data backups and disaster recovery operations.
Data Analyst II / Data Scientist II / Data Operations Associate,"Recommend preventive measures to be taken in the handling of nuclear technology, based on data obtained from operations monitoring or from evaluation of test results."
Data Analyst II / Data Scientist II / Data Operations Associate,"Regulate equipment operations and conditions, such as water levels, based on instrument data or from computers."
Data Analyst II / Data Scientist II / Data Operations Associate,"Start machines, monitor their operations, and record operational data."
AI Tools and Modelling Intern,"Research policies, practices, or procedures for climate or environmental management."
AI Tools and Modelling Intern,"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases."
AI Tools and Modelling Intern,"Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
AI Tools and Modelling Intern,"Conduct harsh environmental testing, accelerated aging, device characterization, or field trials to validate devices, using inspection tools, testing protocols, peripheral instrumentation, or modeling and simulation software."
AI Tools and Modelling Intern,"Perform energy modeling, measurement, verification, commissioning, or retro-commissioning."
Geospatial Analyst,"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance."
Geospatial Analyst,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Geospatial Analyst,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Geospatial Analyst,Write detailed analysis plans and descriptions of analyses and findings for research protocols or reports.
Geospatial Analyst,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Geospatial Analyst,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history."
Geospatial Analyst,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
Geospatial Analyst,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.
Geospatial Analyst,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.
Geospatial Analyst,"Collect information about specific features of the Earth, using aerial photography and other digital remote sensing techniques."
Geospatial Analyst,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
Geospatial Analyst,"Collect supporting data, such as climatic or field survey data, to corroborate remote sensing data analyses."
Geospatial Analyst,Collect turbine data for testing or research and analysis.
Geospatial Analyst,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts."
Geospatial Analyst,Conduct research into the application or enhancement of remote sensing technology.
Geospatial Analyst,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
Geospatial Analyst,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs."
Geospatial Analyst,"Define product requirements, based on market research analysis, in collaboration with user interface design and engineering staff."
Geographic Information Systems Analyst,"Input data, such as file numbers, new or updated information, or document information codes into computer systems to support document and information retrieval."
Geographic Information Systems Analyst,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations."
Geographic Information Systems Analyst,Review information about programs and schedules to ensure accuracy and provide such information to local media outlets.
Geographic Information Systems Analyst,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.
Geographic Information Systems Analyst,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government."
Geographic Information Systems Analyst,"Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews."
Geographic Information Systems Analyst,Develop or implement electronic maintenance programs or computer information management systems.
Geographic Information Systems Analyst,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Geographic Information Systems Analyst,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Geographic Information Systems Analyst,"Design, use, or maintain databases and software applications, such as geographic information systems (GIS) mapping and artificial intelligence tools."
Geographic Information Systems Analyst,"Provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers."
Geographic Information Systems Analyst,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems."
Geographic Information Systems Analyst,"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications."
Geographic Information Systems Analyst,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications."
Geographic Information Systems Analyst,"Develop educational materials and programs for community agencies, local government, and state government."
Geographic Information Systems Analyst,Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users.
"Sustainability Reports Research Analyst, Internship","Write reports, maintain research information, or perform clerical duties."
"Sustainability Reports Research Analyst, Internship",Produce written summary reports of financial research results.
"Sustainability Reports Research Analyst, Internship","Review project activities and prepare and review research, testing, or operational reports."
"Sustainability Reports Research Analyst, Internship","Prepare written and oral reports describing research results, using illustrations, maps, appendices, and other information."
"Sustainability Reports Research Analyst, Internship",Write and present reports of research findings.
"Sustainability Reports Research Analyst, Internship","Prepare tables, graphs, fact sheets, and written reports summarizing research results."
"Sustainability Reports Research Analyst, Internship","Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects."
"Sustainability Reports Research Analyst, Internship","Locate and review research articles or environmental, historical, or technical reports."
"Sustainability Reports Research Analyst, Internship","Prepare reports or recommendations, based upon research outcomes."
"Sustainability Reports Research Analyst, Internship",Write detailed analysis plans and descriptions of analyses and findings for research protocols or reports.
"Sustainability Reports Research Analyst, Internship","Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications."
"Sustainability Reports Research Analyst, Internship",Write research reports and other publications to document and communicate research findings.
"Sustainability Reports Research Analyst, Internship",Prepare publications and reports containing research findings.
"Sustainability Reports Research Analyst, Internship","Research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies."
"Sustainability Reports Research Analyst, Internship","Communicate research results through conference presentations, scientific publications, or project reports."
"Sustainability Reports Research Analyst, Internship","Conduct agricultural research, analyze data, and prepare research reports."
"Sustainability Reports Research Analyst, Internship","Conduct research on economic issues, and disseminate research findings through technical reports or scientific articles in journals."
"Sustainability Reports Research Analyst, Internship",Develop reports or presentations to communicate the effectiveness of sustainability initiatives.
"Sustainability Reports Research Analyst, Internship","Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups."
Meteorology Satellite Data Assimilation Research Scientist,Determine data collection methods to be employed in research projects or surveys.
Meteorology Satellite Data Assimilation Research Scientist,"Identify relationships and trends in data, as well as any factors that could affect the results of research."
Meteorology Satellite Data Assimilation Research Scientist,"Analyze research data to determine its significance, using computers."
Meteorology Satellite Data Assimilation Research Scientist,"Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents."
Meteorology Satellite Data Assimilation Research Scientist,"Process large amounts of data for statistical modeling and graphic analysis, using computers."
Meteorology Satellite Data Assimilation Research Scientist,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Meteorology Satellite Data Assimilation Research Scientist,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
Meteorology Satellite Data Assimilation Research Scientist,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Meteorology Satellite Data Assimilation Research Scientist,"Analyze, interpret, or create graphical representations of energy data, using engineering software."
Meteorology Satellite Data Assimilation Research Scientist,"Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications."
Meteorology Satellite Data Assimilation Research Scientist,"Conduct research, compile data, and prepare papers for consideration and presentation by executives, committees, and boards of directors."
Meteorology Satellite Data Assimilation Research Scientist,"Administer standardized tests to research subjects, or interview them to collect research data."
Meteorology Satellite Data Assimilation Research Scientist,"Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
Meteorology Satellite Data Assimilation Research Scientist,"Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, or numerical modeling."
Meteorology Satellite Data Assimilation Research Scientist,Analyze data from research conducted to detect and measure physical phenomena.
Meteorology Satellite Data Assimilation Research Scientist,"Analyze energy bills, including utility rates or tariffs, to gather historical energy usage data."
Meteorology Satellite Data Assimilation Research Scientist,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering."
GIS Mapping Analyst,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
GIS Mapping Analyst,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
GIS Mapping Analyst,"Design, use, or maintain databases and software applications, such as geographic information systems (GIS) mapping and artificial intelligence tools."
GIS Mapping Analyst,"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications."
GIS Mapping Analyst,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
GIS Mapping Analyst,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
GIS Mapping Analyst,"Create diagrams to communicate environmental remediation planning, using geographic information systems (GIS), computer-aided design (CAD), or other mapping or diagramming software."
GIS Mapping Analyst,"Demonstrate the applications of geospatial technology, such as Global Positioning System (GPS), geographic information systems (GIS), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, or computer mapping software."
GIS Mapping Analyst,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
GIS Mapping Analyst,Perform spatial analysis and modeling using geographic information system techniques.
GIS Mapping Analyst,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems."
GIS Mapping Analyst,"Recommend best crop varieties or seeding rates for specific field areas, based on analysis of geospatial data."
Climate Smart Agriculture Programs Manager,"Develop, or contribute to the development of, educational or outreach programs on the environment or climate change."
Climate Smart Agriculture Programs Manager,"Make legislative recommendations related to climate change or environmental management, based on climate change policies, principles, programs, practices, and processes."
Climate Smart Agriculture Programs Manager,"Prepare grant applications to obtain funding for programs related to climate change, environmental management, or sustainability."
Coastal Planner / Coastal Resilience Planner,"Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
Coastal Planner / Coastal Resilience Planner,"Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, or numerical modeling."
Coastal Planner / Coastal Resilience Planner,"Create visualizations to illustrate historical or future changes in the Earth's climate, using paleoclimate or climate geographic information systems (GIS) databases."
Compost Compliance Intern,"Monitor compliance with standard operating procedures for loss prevention, physical security, or risk management."
Compost Compliance Intern,"Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies."
Compost Compliance Intern,Advise internal management or business partners on the implementation or operation of compliance programs.
Compost Compliance Intern,Apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.
Compost Compliance Intern,"Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection."
Compost Compliance Intern,Design and conduct scientific hydrogeological investigations to ensure that accurate and appropriate information is available for use in water resource management decisions.
